24-01-2013 17:30:01,658 [qtp2143632343-21] DEBUG org.hibernate.loader.collection.BasicCollectionLoader  - Static select for collection wsht.infrastructure.domain.entity.MessageSchema.messageField: select messagefie0_.WshtMessageSchema_id as WshtMess1_2_1_, messagefie0_.messageField_id as messageF2_1_, messagefie1_.id as id2_0_, messagefie1_.name as name25_0_, messagefie1_.type as type25_0_ from WshtMessageSchema_WshtMessageField messagefie0_ inner join WshtMessageField messagefie1_ on messagefie0_.messageField_id=messagefie1_.id where messagefie0_.WshtMessageSchema_id=?
24-01-2013 17:37:59,539 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [I@70ab429d
24-01-2013 17:37:59,540 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'int[]' value '[I@70ab429d' to type 'int[]'
24-01-2013 17:37:59,540 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a int[]
24-01-2013 17:37:59,541 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [J@7ba28b34
24-01-2013 17:37:59,542 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'long[]' value '[J@7ba28b34' to type 'long[]'
24-01-2013 17:37:59,543 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a long[]
24-01-2013 17:37:59,543 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [S@6c614255
24-01-2013 17:37:59,544 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'short[]' value '[S@6c614255' to type 'short[]'
24-01-2013 17:37:59,545 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a short[]
24-01-2013 17:37:59,546 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.math.BigDecimal;@654a1209
24-01-2013 17:37:59,546 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'BigDecimal[]' value '[Ljava.math.BigDecimal;@654a1209' to type 'BigDecimal[]'
24-01-2013 17:37:59,547 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a BigDecimal[]
24-01-2013 17:37:59,548 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.math.BigInteger;@61e640d2
24-01-2013 17:37:59,549 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'BigInteger[]' value '[Ljava.math.BigInteger;@61e640d2' to type 'BigInteger[]'
24-01-2013 17:37:59,549 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a BigInteger[]
24-01-2013 17:37:59,550 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Boolean;@53a9cd34
24-01-2013 17:37:59,551 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Boolean[]' value '[Ljava.lang.Boolean;@53a9cd34' to type 'Boolean[]'
24-01-2013 17:37:59,552 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Boolean[]
24-01-2013 17:37:59,552 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Byte;@30df3bd5
24-01-2013 17:37:59,553 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Byte[]' value '[Ljava.lang.Byte;@30df3bd5' to type 'Byte[]'
24-01-2013 17:37:59,554 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Byte[]
24-01-2013 17:37:59,555 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Character;@fd13604
24-01-2013 17:37:59,555 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Character[]' value '[Ljava.lang.Character;@fd13604' to type 'Character[]'
24-01-2013 17:37:59,556 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Character[]
24-01-2013 17:37:59,557 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Double;@703148b8
24-01-2013 17:37:59,558 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Double[]' value '[Ljava.lang.Double;@703148b8' to type 'Double[]'
24-01-2013 17:37:59,558 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Double[]
24-01-2013 17:37:59,559 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Float;@339d6193
24-01-2013 17:37:59,560 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Float[]' value '[Ljava.lang.Float;@339d6193' to type 'Float[]'
24-01-2013 17:37:59,560 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Float[]
24-01-2013 17:37:59,561 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Integer;@2171145e
24-01-2013 17:37:59,562 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Integer[]' value '[Ljava.lang.Integer;@2171145e' to type 'Integer[]'
24-01-2013 17:37:59,563 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Integer[]
24-01-2013 17:37:59,563 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Long;@6f03879
24-01-2013 17:37:59,564 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Long[]' value '[Ljava.lang.Long;@6f03879' to type 'Long[]'
24-01-2013 17:37:59,565 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Long[]
24-01-2013 17:37:59,566 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Short;@50b937e
24-01-2013 17:37:59,567 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Short[]' value '[Ljava.lang.Short;@50b937e' to type 'Short[]'
24-01-2013 17:37:59,567 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Short[]
24-01-2013 17:37:59,568 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.String;@3b0037c8
24-01-2013 17:37:59,569 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'String[]' value '[Ljava.lang.String;@3b0037c8' to type 'String[]'
24-01-2013 17:37:59,570 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a String[]
24-01-2013 17:37:59,571 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.lang.Class;@b4e49bb
24-01-2013 17:37:59,572 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Class[]' value '[Ljava.lang.Class;@b4e49bb' to type 'Class[]'
24-01-2013 17:37:59,572 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Class[]
24-01-2013 17:37:59,573 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.util.Date;@40ca99c9
24-01-2013 17:37:59,574 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Date[]' value '[Ljava.util.Date;@40ca99c9' to type 'Date[]'
24-01-2013 17:37:59,574 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Date[]
24-01-2013 17:37:59,575 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.util.Calendar;@c1e1401
24-01-2013 17:37:59,576 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'Calendar[]' value '[Ljava.util.Calendar;@c1e1401' to type 'Calendar[]'
24-01-2013 17:37:59,577 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a Calendar[]
24-01-2013 17:37:59,578 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.io.File;@347194f
24-01-2013 17:37:59,578 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'java.io.File[]' value '[Ljava.io.File;@347194f' to type 'java.io.File[]'
24-01-2013 17:37:59,579 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a java.io.File[]
24-01-2013 17:37:59,580 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.sql.Date;@30ce9337
24-01-2013 17:37:59,581 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'java.sql.Date[]' value '[Ljava.sql.Date;@30ce9337' to type 'java.sql.Date[]'
24-01-2013 17:37:59,581 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a java.sql.Date[]
24-01-2013 17:37:59,582 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.sql.Time;@46388f05
24-01-2013 17:37:59,583 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'java.sql.Time[]' value '[Ljava.sql.Time;@46388f05' to type 'java.sql.Time[]'
24-01-2013 17:37:59,584 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a java.sql.Time[]
24-01-2013 17:37:59,584 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.sql.Timestamp;@53105e7a
24-01-2013 17:37:59,585 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'java.sql.Timestamp[]' value '[Ljava.sql.Timestamp;@53105e7a' to type 'java.sql.Timestamp[]'
24-01-2013 17:37:59,586 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a java.sql.Timestamp[]
24-01-2013 17:37:59,587 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Setting default value: [Ljava.net.URL;@cb9a647
24-01-2013 17:37:59,587 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  - Converting 'java.net.URL[]' value '[Ljava.net.URL;@cb9a647' to type 'java.net.URL[]'
24-01-2013 17:37:59,588 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.apache.commons.beanutils.converters.ArrayConverter  -     No conversion required, value is already a java.net.URL[]
24-01-2013 17:38:00,009 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: LeanTask, Dest value: YES
24-01-2013 17:38:00,013 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TLeanTask.actualOwnerRequired --> LeanTask.actualOwnerRequired    VALUES: YES --> YES    MAPID: 
24-01-2013 17:38:00,016 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: LeanTask, Dest value: []
24-01-2013 17:38:00,044 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TLeanTask.any --> LeanTask.any    VALUES: java.util.ArrayList@8f7b3cf[
  size=0
] --> java.util.ArrayList@3117a16e[
  size=0
]    MAPID: 
24-01-2013 17:38:00,045 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: LeanTask, Dest value: null
24-01-2013 17:38:00,046 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TLeanTask.completionBehavior --> LeanTask.completionBehavior    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,047 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: LeanTask, Dest value: null
24-01-2013 17:38:00,048 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TLeanTask.composition --> LeanTask.composition    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,077 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadlines, Dest value: []
24-01-2013 17:38:00,079 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadlines.any --> Deadlines.any    VALUES: java.util.ArrayList@a9b3b0c[
  size=0
] --> java.util.ArrayList@55419644[
  size=0
]    MAPID: 
24-01-2013 17:38:00,081 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: null
24-01-2013 17:38:00,082 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.for --> Deadline._for    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,083 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: []
24-01-2013 17:38:00,085 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.any --> Deadline.any    VALUES: java.util.ArrayList@5cfc2617[
  size=0
] --> java.util.ArrayList@2e28dfb2[
  size=0
]    MAPID: 
24-01-2013 17:38:00,086 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Deadline, Dest value: []
24-01-2013 17:38:00,087 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TDeadline.documentation --> Deadline.documentation    VALUES: java.util.ArrayList@7d7636ca[
  size=0
] --> java.util.ArrayList@5c07481f[
  size=0
]    MAPID: 
24-01-2013 17:38:00,123 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: []
24-01-2013 17:38:00,124 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.any --> Escalation.any    VALUES: java.util.ArrayList@41fb43a2[
  size=0
] --> java.util.ArrayList@57156285[
  size=0
]    MAPID: 
24-01-2013 17:38:00,125 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: null
24-01-2013 17:38:00,126 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.condition --> Escalation.condition    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,127 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: []
24-01-2013 17:38:00,128 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.documentation --> Escalation.documentation    VALUES: java.util.ArrayList@3cf7366d[
  size=0
] --> java.util.ArrayList@a164d60[
  size=0
]    MAPID: 
24-01-2013 17:38:00,129 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: null
24-01-2013 17:38:00,130 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.localNotification --> Escalation.localNotification    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,136 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: highAmountReassign
24-01-2013 17:38:00,137 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TEscalation.name --> Escalation.name    VALUES: highAmountReassign --> highAmountReassign    MAPID: 
24-01-2013 17:38:00,139 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: null
24-01-2013 17:38:00,140 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.interface --> Notification._interface    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,141 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: []
24-01-2013 17:38:00,142 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.any --> Notification.any    VALUES: java.util.ArrayList@48922dec[
  size=0
] --> java.util.ArrayList@7505062c[
  size=0
]    MAPID: 
24-01-2013 17:38:00,143 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: []
24-01-2013 17:38:00,144 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.documentation --> Notification.documentation    VALUES: java.util.ArrayList@1cd86eb9[
  size=0
] --> java.util.ArrayList@454d427a[
  size=0
]    MAPID: 
24-01-2013 17:38:00,146 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: wait to long
24-01-2013 17:38:00,146 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.name --> Notification.name    VALUES: wait to long --> wait to long    MAPID: 
24-01-2013 17:38:00,147 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: {}
24-01-2013 17:38:00,148 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.otherAttributes --> Notification.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,149 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: null
24-01-2013 17:38:00,150 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.peopleAssignments --> Notification.peopleAssignments    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,187 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PresentationElements, Dest value: []
24-01-2013 17:38:00,188 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPresentationElements.any --> PresentationElements.any    VALUES: java.util.ArrayList@7fb46468[
  size=0
] --> java.util.ArrayList@1c2c2958[
  size=0
]    MAPID: 
24-01-2013 17:38:00,189 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PresentationElements, Dest value: []
24-01-2013 17:38:00,191 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPresentationElements.description --> PresentationElements.description    VALUES: java.util.ArrayList@174e5edb[
  size=0
] --> java.util.ArrayList@1a3587d1[
  size=0
]    MAPID: 
24-01-2013 17:38:00,192 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PresentationElements, Dest value: []
24-01-2013 17:38:00,193 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPresentationElements.documentation --> PresentationElements.documentation    VALUES: java.util.ArrayList@3067b7c8[
  size=0
] --> java.util.ArrayList@6952c44b[
  size=0
]    MAPID: 
24-01-2013 17:38:00,248 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Text, Dest value: [Claim approval overdue]
24-01-2013 17:38:00,250 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TText.content --> Text.content    VALUES: java.util.ArrayList@799c7798[
  size=1
] --> java.util.HashSet@78741ea2[
]    MAPID: 
24-01-2013 17:38:00,251 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Text, Dest value: en-US
24-01-2013 17:38:00,251 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TText.lang --> Text.lang    VALUES: en-US --> en-US    MAPID: 
24-01-2013 17:38:00,252 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Text, Dest value: {}
24-01-2013 17:38:00,253 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TText.otherAttributes --> Text.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,254 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PresentationElements, Dest value: [wsht.infrastructure.domain.entity.Text@6322ad40]
24-01-2013 17:38:00,256 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPresentationElements.name --> PresentationElements.name    VALUES: java.util.ArrayList@38d54df2[
  size=1
] --> java.util.ArrayList@1fd4bef8[
  size=1
]    MAPID: 
24-01-2013 17:38:00,257 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PresentationElements, Dest value: {}
24-01-2013 17:38:00,258 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPresentationElements.otherAttributes --> PresentationElements.otherAttributes    VALUES: {} --> {}    MAPID: 
24-01-2013 17:38:00,259 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PresentationElements, Dest value: null
24-01-2013 17:38:00,260 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPresentationElements.presentationParameters --> PresentationElements.presentationParameters    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,261 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: PresentationElements, Dest value: []
24-01-2013 17:38:00,262 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TPresentationElements.subject --> PresentationElements.subject    VALUES: java.util.ArrayList@520bd5ae[
  size=0
] --> java.util.ArrayList@6f9bc97[
  size=0
]    MAPID: 
24-01-2013 17:38:00,263 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: wsht.infrastructure.domain.entity.PresentationElements@65006fed
24-01-2013 17:38:00,264 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.presentationElements --> Notification.presentationElements    VALUES: org.oasis_open.docs.ns.bpel4people.ws_humantask._200803.TPresentationElements@20bab550 --> wsht.infrastructure.domain.entity.PresentationElements@65006fed    MAPID: 
24-01-2013 17:38:00,265 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: null
24-01-2013 17:38:00,266 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.priority --> Notification.priority    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,267 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Notification, Dest value: null
24-01-2013 17:38:00,268 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.MappingProcessor  - MAPPED: TNotification.renderings --> Notification.renderings    VALUES: NULL --> NULL    MAPID: 
24-01-2013 17:38:00,268 [qtp221329669-41 - /services/leanTaskOperations] DEBUG org.dozer.fieldmap.FieldMap  - Getting ready to invoke write method on the destination object. Dest Obj: Escalation, Dest value: wsht.infrastructure.domain.entity.Notification@251604c1
